关系抽取_RE_Spatial_Emotion,情感表达_Emotion_Valence,情感表达_Emotion_Discrete,情感表达_Emotion_Intensity,情感表达_Emotion_Shift,空间环境特征_Place_Name
[日落] -> [愉悦/开心]; [强风] -> [担忧],Mixed,放松/平静; 愉悦/开心; 兴趣/好奇; 挫败/烦恼,中/一般,是（兴趣->挫败/放松->担忧）,长江微笑驿站
,,,,,中山码头; 浦口码头
[滨江神颜] -> [愉悦/开心],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,南京玻璃栈桥
[海边落日] -> [浪漫/惊叹],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,浦口火车站; 浦口火车站主体大楼; 中山停灵台; 大马路15号; 津浦路25号; 津浦路12号; 津浦路别墅群
[落日] -> [美好]; [轮渡汽笛声] -> [敬畏/惊叹],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,幕燕滨江风光带; 燕子矶夜市; 燕子矶公园; 鱼嘴湿地公园; 南京长江大桥; 灯塔; 大胜关长江大桥; 中山码头; 民国首都电厂旧址公园; 浦口码头; 浦口火车站; 绿博园; 八卦洲洲头公园; 江心洲; 南京眼步行桥; 下关
[工业风] -> [愉悦/开心],Mixed,愉悦/开心; 焦虑/害怕,中/一般,是（焦虑->放松/愉悦）,
[银杏秋色] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,滨江; 惠民大道
[波光粼粼的湖面] -> [愉悦/开心]; [迎面吹来的风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,101明潮里; 下关火车主题园
[俯瞰长江和南京城] -> [稍作休憩时放松],Negative,焦虑/害怕; 疲惫,强/高,否,下关滨江风光带
[深蓝色天空] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,下关火车公园
[落日] -> [浪漫],Positive,愉悦/开心; 浪漫,中/一般,否,101明潮里; 阅江楼景区
,,,,,中山码头
[长江大桥景观] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,强/高,否,长江大桥
[夜晚灯光秀] -> [惊叹]; [江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 敬畏/惊叹,强/高,否,大桥南堡公园
[长江大桥灯光] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,中/一般,否,
[乘坐轮船] -> [孩子兴奋],Positive,愉悦/开心; 兴趣/好奇,中/一般,否,
[最佳观赏时间] -> [舒适/安全],Positive,舒适/安全; 兴趣/好奇,中/一般,否,大桥南堡公园; 玻璃栈道; 长江大桥
[历史建筑群] -> [怀旧/温馨],Negative,悲伤/失望; 怀旧/温馨,中/一般,是（怀旧->悲伤）,南京长江大桥玻璃栈道; 下关火车主题公园
[绿皮火车] -> [兴趣/好奇],Positive,兴趣/好奇,弱/低,否,中山码头; 浦口码头; 浦口火车站; 下关火车主题公园; 南京长江大桥
[长江壮阔] -> [敬畏/惊叹]; [落日] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 敬畏/惊叹,强/高,否,中山码头; 浦口码头; 燕子矶码头; 八卦洲码头; 棉花堤; 旗杆渡口; 长江传奇号邮轮
,Positive,舒适\/安全,中\/一般,否,中山码头; 浦口码头
,Positive,自豪/归属感; 敬佩,中/一般,否,邮政总局旧址; 中国银行旧址; 民国海军医院旧址; 招商局旧址; 大马路; 小外滩; 鲜鱼巷
[长江大桥和玻璃栈道全貌] -> [敬畏/惊叹],Positive,敬畏/惊叹; 兴趣/好奇,强/高,否,下关火车主题公园
[金黄色光芒] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 舒适/安全,强/高,否,中山码头; 浦口码头; 下关火车主题公园; 长江大桥南堡公园; 玻璃栈道; 江豚观赏地
[落日] -> [愉悦/开心]; [踏浪] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,滨江风光带
[江上落日] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,浦口火车站
[长江大桥] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,长江大桥; 玻璃栈道; 大桥南堡公园
[蓝调时刻] -> [愉悦/开心; 敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,中山码头
,,,,,夕Space落日餐厅
[长江大桥全景] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,中山码头; 浦口火车站
[历史建筑] -> [兴趣/好奇],Positive,放松/平静; 兴趣/好奇,中/一般,否,大桥南堡公园; 长江大桥; 玻璃栈道
[橘子海落日] -> [浪漫/温馨],Positive,愉悦/开心; 放松/平静; 浪漫/温馨,强/高,否,下关火车主题公园
[军舰模型] -> [敬畏/惊叹]; [登高俯瞰长江] -> [自豪/归属感],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇; 自豪/归属感,强/高,否,
[朱自清《背影》场景] -> [兴趣/好奇],Neutral,兴趣/好奇; 疲惫,中/一般,否,长江大桥
,,,,,总统府; 利济巷纪念馆; 科巷菜场; 南京长江大桥; 南堡公园; 同胞纪念馆; 南京博物院; 秦淮河
[日落景观] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇; 自豪/归属感,强/高,否,下关滨江
[银杏秋色] -> [欣赏/感兴趣]; [开阔视野] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,101明潮里园区; 阅江楼; 静海寺; 中山码头
[轮渡] -> [怀旧/温馨],Mixed,怀旧/温馨; 失落/悲伤,中/一般,是（怀旧->失落）,玄武湖; 玄武门; 古鸡鸣寺; 钟山风景区; 明孝陵; 中山陵; 音乐台; 灵谷景区; 灵谷寺; 总统府; 中山码头; 浦口码头; 浦口火车站
[江边落日] -> [敬畏/惊叹]; [江涛声] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,中/一般,否,
[站在大桥上俯瞰两岸美景] -> [感慨万千],Positive,自豪/归属感; 敬佩; 感动; 感慨,强/高,否,中山码头; 绿博园; 长江眼; 南京鱼嘴湿地生态公园
[夕阳红红的颜色] -> [愉悦/开心],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,101明潮里; 阅江楼景区; 建宁路196号; 建宁路202号; 南门; 地藏古寺; 明城墙绿道
[停航通知] -> [担心],Negative,失望; 担心,中/一般,否,下关纪念碑; 中山码头; 老火车站; 浦口火车站
[江风] -> [舒适]; [开阔江景] -> [愉悦/开心],Positive,放松/平静; 愉悦/开心,中/一般,否,大桥南堡公园
,Neutral,,弱/低,否,南京长江大桥
[江涛声] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 怀旧/温馨,中/一般,否,中山码头; 浦口码头; 下关火车主题公园
[晚霞] -> [愉悦/开心]; [江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,中山码头
[老下关风貌] -> [怀旧/温馨],Mixed,悲伤/失望; 怀旧/温馨,中/一般,是（失望->怀旧）,鼓楼滨江风光带
[锈色钟楼] -> [敬畏/惊叹]; [汽笛声] -> [怀旧/温馨],Positive,怀旧/温馨; 愉悦/开心; 敬畏/惊叹,强/高,否,中山码头
[江边夕阳] -> [愉悦/开心]; [鸽子飞舞] -> [治愈],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,强/高,否,下关火车主题公园
[夜景] -> [愉悦/开心]; [晚霞] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,南堡公园; 小桥; 小便利店
[玻璃栈道] -> [愉悦/开心]; [江边] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,是（一般->愉悦）,鼓楼滨江; 下关; 建宁路; 挹江门; 中山北路; 渡江纪念碑
[遗留建筑] -> [怀旧/温馨],Mixed,怀旧/温馨; 兴趣/好奇,中/一般,是（怀旧->兴趣）,中山码头; 浦口码头
[江豚家族] -> [愉悦/开心],Positive,愉悦/开心; 敬畏/惊叹; 自豪/归属感,中/一般,否,中山码头; 大马路; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车主题公园; 长江玻璃栈桥
,Neutral,,弱/低,否,玻璃栈道; 大桥南堡公园
[老照片滤镜] -> [怀旧/温馨]; [光影效果] -> [愉悦/开心],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇; 怀旧/温馨,强/高,否,大桥南堡公园; 玻璃栈道; 下关滨江
[江上日落] -> [愉悦/开心]; [江边的风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,下关
[江景] -> [兴趣/好奇],Positive,兴趣/好奇; 舒适/安全,中/一般,否,南京长江大桥
[下关火车主题公园] -> [愉悦/开心],Positive,愉悦/开心; 自豪/归属感,强/高,否,铁路轮渡旧址
[落日和晚风] -> [极致浪漫],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,浦口火车站; 中山码头; 扬子江生态公园; 玻璃栈道; 大马路; 南京北站
[桂花香] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,下关火车主题公园; 下关滨江
[渡轮旅程] -> [怀旧/温馨],Positive,怀旧/温馨; 愉悦/开心,中/一般,否,长江大桥玻璃栈道; 中山码头; 浦口码头; 老浦口火车站
[橘子海日落] -> [治愈/惊叹]; [微风] -> [舒适/安全],Positive,愉悦/开心; 放松/平静; 浪漫/温馨,强/高,否,下关火车主题公园
[蒸汽火车] -> [孩子们开心],Positive,愉悦/开心; 放松/平静; 怀旧/温馨,强/高,否,下关火车主题园
[江风] -> [舒适],Neutral,,弱/低,否,浦口码头; 中山码头; 民国首都电厂旧址公园; 江豚观赏地; 下关历史陈列点; 揽江台; 民国海军医院旧址; 下关火车主题公园
[树木高耸] -> [欣赏],Mixed,失望; 无奈; 欣赏,中/一般,是（失望->欣赏）,浦口码头; 中山码头
[蓝天白云] -> [愉悦/开心]; [空调凉快] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,下关西火车主题街区
[低像素日剧感] -> [愉悦/开心],Positive,愉悦/开心; 怀旧/温馨,强/高,否,中山码头; 浦口火车站; 下关火车主题公园; 铁路轮渡旧址
[教科书中的场景再现] -> [自豪/归属感],Positive,愉悦/开心; 敬畏/惊叹; 自豪/归属感,强/高,否,下关滨江
[绿皮火车（拍摄对象）] -> [愉悦/开心],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,玄武湖; 南京站
[长江大桥] -> [怀旧/温馨],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,长江大桥; 四平路广场南; 柳州东路
,,,,,中山码头; 浦口码头
[铁轨延伸感] -> [宁静怀旧],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,南京长江大桥
无法判断,Neutral,谨慎/提醒,中/一般,否,下关火车主题公园
,,,,,长江大桥
[江面风光] -> [愉悦/开心],Positive,放松/平静; 愉悦/开心,中/一般,否,
[浩瀚长江] -> [敬畏/惊叹],Positive,怀旧/温馨; 敬畏/惊叹,强/高,否,南京西站
[浪漫晚霞] -> [愉悦/浪漫],Positive,愉悦/开心; 浪漫/温馨,中/一般,否,无法判断
[长江江景] -> [浪漫/放松]; [玻璃栈道] -> [惊艳/惊叹],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 敬佩/惊叹,强/高,否,
,Positive,愉悦/开心; 怀旧/温馨,中/一般,否,浦口码头; 浦口火车站
[桥头堡亮灯景观] -> [怀念/温馨],Negative,失望/悲伤; 怀念/温馨,中/一般,是（怀念->失望）,阅江楼; 中山码头; 南京西站; 南京长江大桥; 南堡公园; 江南水师学堂
[历史场景] -> [怀旧/温馨],Positive,敬佩/崇敬; 怀旧/温馨,中/一般,否,
[工业风建筑] -> [怀旧/温馨],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,中山码头; 浦口火车站; 大马路; 民国首都电厂旧址公园; 江豚书屋; 下关火车主题公园; 玻璃栈道
[火车场景] -> [怀旧/温馨],Positive,怀旧/温馨; 敬畏/惊叹; 放松/平静,中/一般,否,中山码头; 浦口公园; 大喜混沌; 7-11江边路店
[浦口火车站历史风貌] -> [怀旧/温馨],Positive,怀旧/温馨; 敬佩/惊叹,中/一般,否,南京长江大桥
[滨江风光] -> [舒适/惬意],Positive,愉悦/开心; 自豪/归属感,中/一般,否,中山码头; 浦口码头; 浦口火车站
[渡轮场景] -> [兴趣/好奇],Neutral,兴趣/好奇,中/一般,否,下关火车主题公园
[近代建筑风貌] -> [兴趣/好奇],Positive,怀旧/温馨; 兴趣/好奇,中/一般,否,下关火车主题公园
[夕阳] -> [愉悦/开心]; [濛濛烟雨] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,浦口火车站
[落日] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,下关电厂旧址口袋公园
,Neutral,,弱/低,否,中山码头
[调色盘一样的天空] -> [敬畏/惊叹]; [落日] -> [愉悦/开心],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,浦口火车站
[江风] -> [尴尬]; [网红火车站] -> [愉悦],Positive,愉悦/开心; 尴尬,中/一般,否,下关火车主题公园; 长江大桥; 鱼嘴湿地公园; 南京眼
[民国风格建筑] -> [敬佩/惊叹],Positive,怀旧/温馨; 敬佩/惊叹,中/一般,否,
[津浦铁路故道桥] -> [怀旧/温馨],Positive,怀旧/温馨; 兴趣/好奇,中/一般,否,中山码头; 民国首都电厂旧址公园; 江豚观赏地; 铁路轮渡栈桥旧址; 下关火车公园; 长江大桥玻璃栈道
[长江之宽阔] -> [惊叹]; [历史建筑] -> [敬佩],Positive,兴趣/好奇; 敬佩/惊叹; 怀旧/温馨,中/一般,否,
[樱花如雪] -> [放松/平静]; [江豚嬉戏] -> [惊喜/好奇],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇; 自豪/归属感,强/高,否,浦口火车站; 南京浦口码头
,Negative,悲伤/失望; 焦虑/害怕,中/一般,否,浦口火车站
,Neutral,,中/一般,否,浦口永宁滁河; 津浦铁路故道桥; 北沿江高铁
[蓝色的天与海] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,浦口火车站
[大桥桥面俯瞰长江] -> [期待/向往],Negative,悲伤/失望,中/一般,否,五马渡; 幕燕滨江风光带; 燕子矶公园; 八卦洲; 南京长江大桥; 浦口火车站; 中山码头; 阅江楼
[温柔的江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,浦口火车站; 南京西站
[民国首都电厂旧址公园] -> [自豪],Positive,自豪; 愉悦/开心,强/高,否,中山码头; 浦口码头; 南京长江大桥
[火焰与海水] -> [敬畏/惊叹],Positive,兴趣/好奇; 敬畏/惊叹,中/一般,否,中山码头
[长江边美景] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 希望/期待,中/一般,否,南堡公园; 长江大桥
[江豚跃出江面] -> [震撼],Positive,敬畏/惊叹; 愉悦/开心,强/高,否,长江大桥; 南京玻璃栈桥; 大桥南堡公园
[浦口火车站历史场景] -> [敬仰/惊叹],Positive,兴趣/好奇; 敬仰/惊叹,中/一般,否,民国首都电厂旧址公园
[江豚一家三口] -> [温暖/感动],Positive,愉悦/开心; 温暖/感动,中/一般,否,中山码头
[日落] -> [愉悦/开心]; [江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,民国海军医院旧址
[江风大] -> [不适感],Neutral,兴趣/好奇; 轻微失望,弱/低,是（兴趣->轻微失望）,南京长江大桥
[风大、下雨] -> [紧张/不适],Mixed,紧张; 复杂,中/一般,是（无明确转变方向）,中山码头; 浦口码头; 浦口火车站
[火车汽笛声] -> [怀旧/温馨],Positive,怀旧/温馨; 愉悦/开心,中/一般,否,长江南京段
[民国首都电厂旧址] -> [无明显情感],Neutral,,弱/低,否,下关滨江
[下关火车主题公园] -> [愉悦/开心],Positive,愉悦/开心,中/一般,否,下关火车主题公园
[车水马龙声] -> [兴趣/好奇]; [戏水声] -> [愉悦/开心]; [轮渡汽笛声] -> [兴趣/好奇],Positive,兴趣/好奇; 愉悦/开心; 自豪/归属感,中/一般,否,下关火车主题公园
null,Negative,挫败/烦恼,中/一般,否,下关火车主题公园
[橘子海落日] -> [治愈/敬畏]; [江景] -> [放松/平静],Positive,愉悦/开心; 敬畏/惊叹; 放松/平静,强/高,否,民国首都电厂旧址公园
无法判断,Mixed,怀旧; 悲伤,中/一般,无法判断,下关火车主题公园
[柴火味] -> [怀旧/温馨]; [江风拂面] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 怀旧/温馨,强/高,否,南京长江大桥; 江豚观测地; 中山码头; 浦口火车站
[工业风火车设施] -> [平静],Neutral,平静; 失望,弱/低,否,鼓楼滨江风光带
[阴雨天气] -> [失望]; [火车主题园] -> [怀旧感联想],Mixed,期待; 失望,中/一般,是（失望->期待）,下关火车主题公园; 中山码头
[浦口火车站历史场景] -> [怀旧/温馨],Positive,怀旧/温馨; 敬佩/感动,强/高,否,无法判断
[梧桐落叶和秋天氛围] -> [愉悦/开心],Positive,愉悦/开心; 敬畏/惊叹; 怀旧/温馨,中/一般,否,浦口火车站; 浦口码头; 长江轮渡; 中山码头; 民国首都电厂旧址公园; 铁路轮渡栈桥旧址
,Neutral,,弱/低,否,下关火车主题公园; 铁路轮渡旧址; 南京西站
,Neutral,,弱/低,否,下关火车主题公园
[长江全景] -> [震撼]; [光影秀] -> [惊叹],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇,强/高,否,浦口火车站
[微凉江风] -> [放松/平静]; [民国建筑群] -> [怀旧/温馨],Positive,愉悦/开心; 放松/平静; 怀旧/温馨; 敬畏/惊叹,强/高,否,江边路; 民国海军医院旧址
[窗帘破洞] -> [神秘感/故事感],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,中山码头; 下关火车主题公园
[铁路轮渡历史场景] -> [怀旧/温馨],Positive,怀旧/温馨; 愉悦/开心; 敬畏/惊叹,中/一般,否,民国首都电厂旧址公园
[晚霞] -> [愉悦/开心]; [夕阳下的火车] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,中/一般,否,燕子矶; 幕府山达摩古洞; 五马渡码头; 长江之恋邮轮; 南京长江大桥; 阅江楼; 仪凤门; 静海寺; 中山码头; 浦口火车站旧址; 珍珠泉; 幻游红楼梦光影展
[从荒地到美观的城市景观转变] -> [自豪/归属感],Positive,自豪/归属感; 愉悦/开心,中/一般,是（荒凉->改善）,南堡公园; 玻璃栈道; 下关火车主题公园; 铁路轮渡栈桥旧址; 江边路; 民国海军医院旧址; 大马路; 江豚书屋; 民国首都电厂旧址公园; 中山码头; 浦口码头; 浦口火车站; 轮渡桥滩公园; 南京长江大桥
[情深深雨蒙蒙拍摄地] -> [兴趣/好奇],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,下关火车主题公园
