关系抽取_RE_Cognitive_Emotion
[配套比较全] -> [舒适/安全]; [小区较老] -> [兴趣/好奇]
[免费且好拍] -> [愉悦/开心]; [傍晚景色更棒] -> [愉悦/开心]
[夜景漂亮] -> [愉悦/开心]; [烧烤味道不错] -> [舒适/安全]
[大桥象征意义] -> [自豪感]; [野蛮行为] -> [愤怒/失望]
[最佳夕阳观赏地] -> [敬畏/惊叹]; [宁静] -> [放松/平静]; [历史厚重感] -> [兴趣/好奇]
[历史厚重感] -> [怀旧/温馨]; [玻璃桥夜景] -> [愉悦/开心]
[有文化底蕴] -> [怀旧/温馨]; [象征爱与亲情] -> [敬爱]
[城市交通记忆联想] -> [怀旧/温馨]
[文艺氛围] -> [愉悦/开心]; [历史感] -> [敬畏/惊叹]
[浪漫氛围] -> [愉悦/开心]; [落日壮观] -> [敬畏/惊叹]
[江景优美] -> [愉悦/开心]; [有回忆] -> [怀旧/温馨]
[民国回忆] -> [怀旧/温馨]; [超级美丽的日落] -> [愉悦/开心]; [工业感十足] -> [敬畏/惊叹]
[设施维护不到位] -> [失望]; [不文明行为] -> [烦恼]
[有历史感] -> [怀旧/温馨]
[怀旧氛围] -> [怀旧/温馨]; [出片效果好] -> [愉悦/开心]
[有设计感] -> [愉悦/开心]; [文艺氛围] -> [放松/平静]
[有历史感] -> [怀旧/温馨]
[怀旧味道] -> [怀旧/温馨]
[有历史感] -> [怀旧/温馨]; [美好景色] -> [愉悦/开心]
[历史感] -> [自豪/归属感]; [文化意义] -> [兴趣/好奇]
[有气势] -> [自豪/归属感]; [很不错] -> [愉悦/开心]
[出片] -> [愉悦/开心]; [海的女儿] -> [自豪/归属感]
[有历史感] -> [兴趣/好奇]
[有历史感] -> [怀旧/温馨]; [有趣现象] -> [兴趣/好奇]
[古朴民国建筑] -> [怀旧/温馨]; [景区商业化] -> [失落/悲伤]
[历史感] -> [期待]
[滨江风景线] -> [愉悦/开心]; [废弃电厂现状] -> [悲伤/失望]
[有历史感] -> [怀旧/温馨]; [有故事] -> [兴趣/好奇]
[有象征意义] -> [怀旧/温馨]; [有历史感] -> [敬佩/惊叹]
[幸运感] -> [惊喜/惊叹]; [奇遇感] -> [愉悦/开心]
[压抑气氛] -> [紧张/怨恨]; [父亲失业] -> [复杂情绪]; [理解父亲] -> [释然]
[好看/出片] -> [愉悦/开心]; [浪漫氛围] -> [愉悦/开心]
[有历史感] -> [中性情感]
[取景真不错] -> [愉悦/开心]
[便宜实用] -> [开心]; [震撼] -> [惊讶]
[独特魅力] -> [愉悦/开心]; [历史感] -> [敬畏/惊叹]
[开阔/有历史感] -> [放松/平静]
[好看/出片] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[出片] -> [愉悦/开心]; [文艺氛围] -> [放松/平静]
[青春靓丽] -> [愉悦/开心]
[归属感] -> [自豪/归属感]
[有历史厚重感] -> [敬畏/惊叹]; [美好视觉感受] -> [愉悦/开心]; [文学记忆关联] -> [怀旧/温馨]
[好看/出片] -> [愉悦/开心]; [浪漫] -> [放松/平静]
[休闲放松] -> [舒适/安全]
[浪漫氛围] -> [愉悦/开心]; [文化联想] -> [怀旧/温馨]
[年味儿十足] -> [愉悦/开心]; [非遗表演] -> [兴趣/好奇]
[美丽] -> [愉悦/开心]; [惊艳的云景] -> [敬畏/惊叹]
[怀旧] -> [怀旧/温馨]
[很美] -> [愉悦/开心]; [放松氛围] -> [放松/平静]
[格外美丽] -> [愉悦/开心]; [浪漫氛围] -> [愉悦/开心]
[出片好看] -> [愉悦/开心]; [有氛围感] -> [自豪/归属感]
[历史文化价值] -> [中性情感]
[怀旧氛围] -> [怀旧/温馨]; [极富年代感] -> [敬畏/惊叹]
[历史文化氛围] -> [自豪/归属感]; [线路多样性] -> [兴趣/好奇]
[有文化底蕴] -> [怀旧/温馨]; [历史厚重感] -> [敬畏/惊叹]
[水位超过预警] -> [担忧/焦虑]
[享受冬日阳光] -> [放松/平静]
[悲剧性历史事件] -> [悲伤/敬畏]
[有文化底蕴] -> [怀旧/温馨]
[开阔视野] -> [放松/平静]; [出片效果] -> [愉悦/开心]
[价格便宜] -> [愉悦/开心]
[好看] -> [愉悦/开心]; [恍若隔世] -> [怀旧/温馨]; [工业感十足] -> [敬畏/惊叹]
[热闹氛围] -> [愉悦/开心]; [节日气氛] -> [兴趣/好奇]
[怀旧感] -> [怀旧/温馨]
[视野开阔] -> [放松/平静]; [有历史感] -> [兴趣/好奇]
[历史感] -> [怀旧/温馨]; [铁路元素保存完好] -> [兴趣/好奇]
[萌态十足] -> [愉悦/开心]; [自由自在] -> [放松/平静]
[有美景收藏] -> [愉悦/开心]; [有设计感] -> [兴趣/好奇]
[独特冬日氛围] -> [放松/平静]; [历史感] -> [敬畏/惊叹]
[浪漫氛围] -> [愉悦/开心]; [电影感设计] -> [兴趣/好奇]
[历史厚重感] -> [敬畏/惊叹]; [雄伟] -> [自豪/归属感]
[有文化底蕴] -> [自豪/归属感]; [怀旧氛围] -> [怀旧/温馨]
[有象征意义] -> [自豪/归属感]; [有故事] -> [怀旧/温馨]
[怀旧氛围] -> [怀旧/温馨]
[有历史感] -> [平静]
[人文风情浓厚] -> [怀旧/温馨]; [有文化底蕴] -> [敬佩/赞叹]
[浪漫] -> [愉悦/开心]; [治愈] -> [放松/平静]
[建设中状态] -> [怀旧/温馨]
[怀旧氛围] -> [怀旧/温馨]
[出片] -> [愉悦/开心]; [怀旧氛围] -> [怀旧/温馨]
[文艺氛围] -> [愉悦/开心]; [文学记忆联想] -> [怀旧/温馨]
[特别好出片] -> [愉悦/开心]; [适合很多风格] -> [兴趣/好奇]
[错过夕阳] -> [遗憾]; [汽笛声+音乐] -> [怀旧/温馨]
[有历史感] -> [兴趣/好奇]
[历史气息] -> [怀旧/温馨]; [独特氛围] -> [愉悦/开心]
[有设计感] -> [兴趣/好奇]
[温馨聚餐] -> [放松/平静]; [历史建筑] -> [怀旧/温馨]
[身临其境] -> [敬畏/惊叹]; [未来规划展示] -> [期待感]
[适合摄影创作] -> [兴趣/好奇]; [工业美学特色] -> [愉悦/开心]
[文学记忆联想] -> [怀旧/温馨]; [路线不清晰] -> [挫败/烦恼]
[景色美] -> [愉悦/开心]
[服务差] -> [挫败/烦恼]; [历史联想] -> [怀旧/温馨]
[很美] -> [愉悦/开心]; [怀旧] -> [怀旧/温馨]
[有历史感] -> [敬畏/惊叹]; [有故事] -> [悲伤/失望]
[也不错] -> [愉悦/开心]; [江风吹拂] -> [放松/平静]
[宁静] -> [放松/平静]; [夕阳] -> [愉悦/开心]; [怀旧感] -> [怀旧/温馨]
[有穿越感] -> [敬畏/惊叹]; [出片率高] -> [愉悦/开心]
[出行不便] -> [挫败/烦恼]; [早晚高峰隧道堵车] -> [焦虑/害怕]
[文学意义联想] -> [怀旧/温馨]
[文艺] -> [愉悦/开心]
[美绝啦夕阳] -> [愉悦/开心]; [微风拂面的畅快] -> [放松/平静]
[历史厚重] -> [怀旧/温馨]; [出片] -> [愉悦/开心]
[复古工业风] -> [怀旧/温馨]; [波光粼粼的水面] -> [愉悦/开心]
[历史见证者] -> [自豪/归属感]; [有回忆] -> [怀旧/温馨]
[超级凉爽] -> [舒适/安全]; [开阔江景] -> [放松/平静]
[服务范围扩展] -> [愉悦/开心]
[适合摄影] -> [兴趣/好奇]
[值得关注] -> [兴趣/好奇]
[打造特色小型口袋公园] -> [自豪/归属感]
[完成17.28公里步行] -> [自豪/归属感]
[适合拍照] -> [愉悦/开心]; [不一样的感觉] -> [放松/平静]
[对南京的记忆] -> [自豪/归属感]
[浪漫氛围] -> [愉悦/开心]; [视野开阔] -> [放松/平静]
[欢乐氛围] -> [愉悦/开心]
[有历史韵味] -> [怀旧/温馨]; [建筑协调统一] -> [舒适/安全]
[很出片] -> [愉悦/开心]; [粉色晚霞] -> [敬畏/惊叹]
[岁月的意义] -> [怀旧/温馨]; [儿子满不在乎] -> [悲伤/失落]
[有历史感] -> [怀旧/温馨]
[满足市民游憩健身需求] -> [舒适/安全]; [亮丽风景线] -> [愉悦/开心]
[中国十大工程之一] -> [自豪/归属感]; [美轮美奂，东亚无双] -> [敬佩]
[美妙太绝] -> [愉悦/开心; 敬畏/惊叹]
[一直想来的] -> [愉悦/开心]
[有历史感] -> [敬爱/怀念]; [睡得很美] -> [放松/平静]
[文化氛围浓厚] -> [自豪/归属感]; [传承长江文化] -> [希望/期待]
[历史文化意义] -> [兴趣/好奇]
[美丽] -> [愉悦/开心]; [有历史感] -> [怀旧/温馨]
[蛮有特色] -> [愉悦/开心]; [消暑纳凉] -> [放松/平静]
[无敌江景] -> [愉悦/开心]; [蓝天白云] -> [放松/平静]
[怀旧氛围] -> [怀旧/温馨]; [历史感] -> [愉悦/开心]
[宁静氛围] -> [放松/平静]; [美丽景色] -> [愉悦/开心]
[文艺氛围] -> [愉悦/开心]; [惬意感受] -> [放松/平静]
[宁静平和] -> [放松/平静]; [怀旧氛围] -> [怀旧/温馨]
[文化意义] -> [兴趣/好奇]
[文学联想] -> [兴趣/好奇]; [文学回忆] -> [怀旧/温馨]
[无法愈合的伤痕] -> [悲伤/失望]; [应被遗忘的记忆] -> [紧张/焦虑]
[宁静氛围] -> [放松/平静]; [鱼鹰飞翔] -> [敬畏/惊叹]; [钟声回响] -> [怀旧/温馨]
[有年代变迁的轨迹] -> [怀旧/温馨]
[有历史感] -> [怀旧/温馨]
[不算难看] -> [满意]; [有商业活力] -> [兴趣/好奇]
[轻松幽默氛围] -> [愉悦/开心]
[怀旧] -> [放松/平静]; [焦虑状态] -> [焦虑]
[有历史感] -> []; [有文化底蕴] -> []
[有历史感] -> [无明显情感]
[有历史感] -> [怀旧/温馨]
[历史感] -> [中性]
[浪漫氛围] -> [愉悦/开心]
[景色很美] -> [愉悦/开心]
[准点性受关注] -> [兴趣/好奇]
[历史感] -> [愉悦/开心]
[轻松愉快氛围] -> [愉悦/开心]
[怡人] -> [愉悦/开心]; [回忆叠加] -> [怀旧/温馨]
[像古董铺子] -> [兴趣/好奇]
[人文底蕴浓厚] -> [兴趣/好奇]; [云朵给力] -> [愉悦/开心]
[压抑氛围] -> [悲伤/失望]; [寒冷不适] -> [焦虑/害怕]
[独特魅力] -> [敬佩/惊叹]; [诉说历史] -> [怀旧/温馨]
[有历史感] -> [怀旧/温馨]
[有历史感] -> [兴趣/好奇]
[历史感] -> [兴趣/好奇]
[有历史感] -> [怀旧/温馨]
[有历史意义] -> [自豪/归属感]
[出片] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[小众打卡地] -> [兴趣/好奇]
[有设计感] -> [兴趣/好奇]; [有历史感] -> [愉悦/开心]
[恢宏] -> [敬畏/惊叹]; [壮观] -> [敬畏/惊叹]; [南京人的骄傲] -> [自豪/归属感]
[浪漫氛围] -> [愉悦/开心]; [出片效果] -> [敬畏/惊叹]
[有历史感] -> [怀旧]; [有文化价值] -> [自豪/归属感]
[有历史感] -> [兴趣/好奇]; [整体印象好] -> [愉悦/开心]
[怀旧] -> [怀旧/温馨]; [有文化底蕴] -> [愉悦/开心]
[有故事] -> [怀旧/温馨]
[出片] -> [愉悦/开心]; [怀旧氛围] -> [怀旧/温馨]
[未开放的无动力乐园] -> [遗憾/失望]
[适合吹江风] -> [放松/平静]; [火车餐厅] -> [兴趣/好奇]
[值得你来] -> [愉悦/开心]; [开阔江景] -> [敬畏/惊叹]
[好美] -> [愉悦/开心]
[适合拍照打卡] -> [愉悦/开心]; [火车文化浓郁] -> [兴趣/好奇]
[有历史感] -> [兴趣/好奇]
[出片效果好] -> [愉悦/开心]; [江风吹拂] -> [放松/平静]
[与《背影》文学作品相关联] -> [怀旧/温馨]
[有设计感] -> [愉悦/开心]; [有历史感] -> [自豪/归属感]
[有了秋的味道] -> [放松/平静]
[有历史感] -> [自豪/归属感]; [有氛围感] -> [兴趣/好奇]
[怀旧氛围] -> [怀旧/温馨]; [宁静氛围] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]
[历史文化展示] -> [怀旧/温馨]; [工业遗产展示] -> [敬畏/惊叹]
[视野开阔] -> [放松/平静]; [有历史感] -> [敬畏/惊叹]
[历史感] -> [Neutral]
[有历史感] -> [无明显情感]
[往日一样] -> [平静]
[熟悉感] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]
[宁静放松的氛围] -> [放松/平静]; [怀旧记忆] -> [温馨/愉悦]
[适合写生和拍照] -> [舒适/安全]; [有历史感] -> [愉悦/开心]
[怀旧氛围] -> [怀旧/温馨]; [行走过程] -> [放松/平静]
[有历史感] -> [平静]; [有故事] -> [好奇]
[氛围好] -> [怀旧/温馨]; [历史厚重感] -> [舒适/安全]
[浪漫氛围] -> [浪漫]
[有历史感] -> [怀旧/温馨]
[美丽视觉效果] -> [欣赏/赞叹]; [人文意义] -> [兴趣/好奇]
[适合拍照] -> [愉悦/开心]; [天气舒适] -> [放松/平静]
[童年记忆] -> [怀旧/温馨]; [衰败景象] -> [悲伤/失落]
[宁静氛围] -> [放松/平静]; [大自然的磅礴力量] -> [敬畏/惊叹]
[有历史感] -> [兴趣/好奇]
[文化传播氛围] -> [自豪/归属感]; [传统文化教育] -> [兴趣/好奇]
[有历史感] -> [敬畏/惊叹]; [有文化底蕴] -> [愉悦/开心]
[日式青春风格] -> [愉悦/开心]; [怀旧氛围] -> [怀旧/温馨]
[历史文化意义] -> [自豪/归属感]; [首次体验] -> [兴趣/好奇]
[未充分帮助他人] -> [遗憾]; [有效帮助他人] -> [欣慰]
[宁静氛围] -> [放松/平静]; [夕阳美景] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]
[清晨宁静氛围] -> [兴趣/好奇]; [电梯停运导致无法登桥] -> [失望]
[有风味] -> [愉悦/开心]
[风景不错] -> [愉悦/开心]; [跳操] -> [心情愉悦]
[最美] -> [愉悦/开心]; [最美] -> [敬畏/惊叹]
[有历史感] -> [中性感受]
[汛情严重] -> [焦虑/害怕]; [水位超标] -> [担忧]
[有历史感] -> [怀旧/温馨]
[有回忆] -> [怀旧/温馨]
[民国风] -> [自豪/归属感]; [市井烟火味] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]; [出片] -> [愉悦/开心]
[有历史文化底蕴] -> [自豪/归属感]; [壮丽景观] -> [敬佩/惊叹]
[庄严肃穆氛围] -> [敬畏/惊叹]; [历史厚重感] -> [怀旧/温馨]
[有历史感] -> [愉悦/开心]; [天气不好] -> [遗憾/失望]
[有历史感] -> [怀旧/温馨]
[有故事] -> [怀旧/温馨]
[历史感] -> [怀旧/温馨]; [丰富的历史展示] -> [兴趣/好奇]
[有故事] -> [兴趣/好奇]; [有设计感] -> [敬畏/惊叹]
[沉浸式游览体验] -> [兴趣/好奇]; [豪华游轮] -> [自豪]
[适合拍照] -> [自豪/归属感]; [工业风建筑美观] -> [愉悦/开心]
[适合拍照打卡] -> [兴趣/好奇]; [怀旧味道] -> [愉悦/开心]
[慢下来的生活] -> [放松/平静]
[有设计感] -> [愉悦/开心]; [有历史感] -> [兴趣/好奇]
[美/出片] -> [愉悦/开心]; [惬意] -> [放松/平静]
[动人美好] -> [愉悦/开心]; [小时候的感觉] -> [怀旧/温馨]
[承载悠悠记忆] -> [怀旧/温馨]; [散发独特魅力] -> [自豪/归属感]
[人群拥挤] -> [挫败/烦恼]
[回忆感] -> [怀旧/温馨]
[宁静氛围] -> [放松/平静]; [玫瑰色长河] -> [愉悦/开心]
[有故事] -> [怀旧/温馨]
[历史联想] -> [兴趣/好奇]; [长距离行走] -> [自豪/归属感]
[近代建筑风貌] -> [愉悦/开心]
[怀旧氛围] -> [怀旧/温馨]
[好出片] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[宁静氛围] -> [放松/平静]
[有历史感] -> [怀旧]
[有复古韵味] -> [怀旧/温馨]; [工业感十足] -> [敬畏/惊叹]; [超级美丽的日落] -> [愉悦/开心]
[普通氛围] -> [放松/平静]; [路径探索] -> [兴趣/好奇]
[古今交汇] -> [兴趣/好奇]; [怀旧味道] -> [愉悦/开心]
[出片] -> [愉悦/开心]; [浪漫氛围] -> [兴趣/好奇]
[有历史感] -> [好奇]; [全景视野] -> [平静]
[历史感] -> [温馨/怀旧]
[美轮美奂] -> [愉悦/开心]; [雄伟壮美] -> [惊叹/敬畏]
[有历史文化底蕴] -> [怀旧/温馨; 敬佩/惊叹]
[压抑氛围] -> [焦虑/害怕]; [忙碌状态] -> [无聊/厌烦]
[有历史感] -> [怀旧/温馨]; [有文化底蕴] -> [自豪/归属感]
[有文化底蕴] -> [怀旧/温馨]; [有故事] -> [敬畏/惊叹]
[商业配套差] -> [失望/悲伤]; [沉闷氛围] -> [无聊/厌烦]
[对马靴的兴趣] -> [兴趣/好奇]
[时光仿佛凝固] -> [怀旧/温馨]; [有历史感] -> [敬畏/惊叹]
[静谧氛围] -> [放松/平静]; [都市桃源] -> [愉悦/开心]; [禅意园林] -> [敬畏/惊叹]
[失望/压抑氛围] -> [悲伤/失望]
[历史感] -> [敬佩/敬畏]; [文化氛围] -> [好奇/兴趣]
[适合摄影] -> [兴趣/好奇]
[汛情严重] -> [焦虑/害怕]
[文化交融氛围] -> [自豪/归属感]; [活力场景] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]
[功能性强但需规划] -> [兴趣/好奇]
[有历史感] -> [兴趣/好奇]
[有历史感] -> [自豪/归属感]; [有文化氛围] -> [愉悦/开心]
[民国风情] -> [怀旧/温馨]; [日落景色] -> [愉悦/开心]; [历史记忆] -> [兴趣/好奇]
[普通] -> [无聊/厌烦]
[有氛围感] -> [愉悦/开心]; [有故事] -> [自豪/归属感]
[有历史感] -> [怀旧/温馨]
[处处都有故事] -> [怀旧/温馨]; [黄昏日落] -> [愉悦/开心]
[有回忆] -> [怀旧/温馨]; [情感氛围浓厚] -> [悲伤/失望]
[历史感] -> [怀旧/温馨]; [壮丽景观] -> [敬畏/惊叹]
[有历史感] -> [怀旧/温馨]
[浪漫氛围] -> [愉悦/开心]; [怀旧感] -> [温馨/怀旧]
[商业设施关闭] -> [失望/悲伤]; [沉闷氛围] -> [无聊/厌烦]
[怀旧氛围] -> [怀旧/温馨]; [温柔夜景] -> [放松/平静]
[有历史感] -> [怀旧/温馨]; [有文化底蕴] -> [自豪/归属感]
[时光诗篇] -> [愉悦/开心]; [温柔的春日氛围] -> [放松/平静]
[好看建筑] -> [愉悦/开心]; [民国记忆] -> [怀旧/温馨]; [历史变迁] -> [兴趣/好奇]
[视觉冲击力强] -> [愉悦/开心]; [出片率高] -> [愉悦/开心]
[视野很好] -> [愉悦/开心]; [拍照成果满意] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]; [有故事] -> [敬佩/惊叹]
[童年记忆] -> [怀旧/温馨]; [未能深入探索] -> [遗憾/失望]
[迷人] -> [愉悦/开心]
[年代感] -> [怀旧/温馨]; [鲜活的生命感] -> [兴趣/好奇]
[有历史感] -> [怀旧/温馨]
[精致设计] -> [愉悦/开心]; [舒适度高] -> [放松/平静]
[温柔的光线] -> [放松/平静]; [出片效果好] -> [愉悦/开心]
[文化展示功能] -> [自豪/归属感]; [市民休憩功能] -> [舒适/安全]
[历史气息] -> [怀旧/温馨]; [街拍圣地] -> [愉悦/开心]
[放松散步] -> [放松/平静]; [漂亮饭] -> [愉悦/开心]
[浪漫氛围] -> [浪漫]; [引发思考] -> [沉思]
[有历史感] -> [期待]
[幸存的历史建筑] -> [怀旧/温馨]
[美好] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[失去原有风貌] -> [悲伤/失望]; [回忆面基] -> [怀旧/温馨]
[怀旧氛围] -> [怀旧/温馨]; [射箭技巧提升] -> [放松/平静]
[绝美日出] -> [愉悦/开心]; [绝美日出] -> [敬畏/惊叹]
[有文化底蕴] -> [敬佩/惊叹]; [人文风情] -> [怀旧/温馨]
[历史遗迹] -> [怀旧]; [收费过高] -> [失望]
[人性化设计] -> [愉悦/开心]; [亲子互动] -> [放松/平静]
[有文化内涵] -> [兴趣/好奇]; [有历史感] -> [自豪/归属感]
[嘈杂环境] -> [挫败/烦恼]; [未能拍摄] -> [失望/悲伤]
[历史感强] -> [敬畏/惊叹]; [历史文化氛围浓厚] -> [兴趣/好奇]
[少有的老人家更多的咖啡馆] -> [好奇; 怀旧]
[有历史感] -> [怀旧/温馨]; [协调/突兀] -> [悲伤/失望]
[怀旧氛围] -> [怀旧/温馨]
[失去历史真实感] -> [悲伤/失望]; [个人回忆触发] -> [怀旧/温馨]
[出片] -> [愉悦/开心]; [寓教于乐] -> [兴趣/好奇]
[有历史感] -> [中性/无明显情感]
