关系抽取_RE_Spatial_Cognitive
[锦绣江山花园] -> [配套比较全]; [锦绣江山花园] -> [小区较老]
[小火轮靠岸] -> [往日一样]
[中山码头] -> [熟悉的工作场所]
[浦口火车站] -> [有历史感]
[阳光下的风景] -> [璀璨分明]; [中山码头/民国首都电厂旧址公园] -> [有历史感/协调]
[浦口火车站] -> [适合写生和拍照]; [近代建筑风貌] -> [有历史感]
[历史建筑群] -> [有历史感]; [滨江步道] -> [路线清晰]
[火车主题公园] -> [有历史感]; [铁路轮渡栈桥旧址] -> [有故事]; [民国首都电厂旧址公园] -> [有文化底蕴]
[火车主题公园] -> [氛围真不错]; [铁路轮渡旧址] -> [氛围真不错]
[下关火车主题公园] -> [浪漫]
[浦口火车站] -> [有历史感]
[亲水圆环景观桥] -> [美丽项链般的美学设计]; [绿道串联人文景点] -> [人文与自然交融氛围]
[南京长江大桥与下关火车主题公园] -> [适合拍照]; [玻璃栈道] -> [视野更开阔更好看]
[葡京渔港] -> [重要记忆场所]; [贫民窟] -> [即将消失的记忆]; [玻璃大厦] -> [现代但冷清]
[中山码头] -> [清晰的空间布局]; [古色古香的建筑] -> [有历史厚重感]
[下关火车主题公园] -> [有历史感]
[民国首都电厂旧址公园] -> [适合举办社区文化活动]
[南京浦口火车站近代建筑] -> [有历史感; 有文化底蕴]
[火车] -> [有设计感]; [夕阳] -> [出片]
[浦口火车站] -> [有历史感]; [轮渡] -> [交通功能完善]
[长江大桥] -> [城市象征意义]; [玉兰花路灯] -> [路灯设计有特色]
[红云桥] -> [夕阳观赏地]; [望江亭] -> [宁静氛围]
[下关火车主题公园] -> [有历史感]
[透明栈道观景台] -> [可遥看南京长江大桥]; [电梯停运] -> [无法登桥欣赏壮美风景]
[下关火车主题公园] -> [有风味]
[江边公园] -> [风景不错]; [小型商业设施] -> [人气尚可]
[中山码头船上日落] -> [最美]
[江水涛涛] -> [壮观]; [铁路轮渡栈桥旧址] -> [有历史感]
[民国首都电厂旧址公园] -> [有历史感]
[下关火车主题公园] -> [有历史感]
[浦口火车站] -> [有历史感]; [渡轮第二层] -> [视野开阔光线充足]
[浦口火车站] -> [出片; 有历史感]
[民国首都电厂旧址] -> [有历史厚重感]; [滨江夕照与塔吊] -> [层次丰富与壮观]
[长江大桥] -> [宏伟壮观]; [金川河] -> [历史厚重]; [观景桥] -> [视野开阔]
[绿皮火车] -> [有设计感]; [下关火车主题公园] -> [有历史感]
[长江轮渡] -> [功能性强]; [浦口车站] -> [有历史感]
[火车穿越大桥] -> [有回忆]; [南堡公园] -> [有回忆]
[蒸汽火车头; 绿皮火车车厢] -> [具有民国特色]; [詹天佑雕像] -> [历史感]
[铁路轮渡栈桥旧址] -> [有历史感]
[梦之蓝长江之恋游轮] -> [豪华]; [长江滨江景点] -> [沉浸式游览体验]
[火车可以进去] -> [适合拍照]; [工业风建筑] -> [美观]
[玻璃栈道] -> [透明且适合拍照]; [民国特色火车站] -> [具有民国特色]
[下关火车主题公园] -> [历史感]; [慢下来的生活] -> [放松]
[橘色/橙色调视觉效果] -> [有设计感]; [浦口火车站] -> [有历史感]
[日落和晚霞] -> [直接美哭]; [轮渡] -> [很惬意]
[3km滨江] -> [浪漫]; [夕阳] -> [美绝啦]
[浦口火车站] -> [承载南京近代记忆]; [红砖小楼+热轧钢门窗] -> [焕发新生]
[浦口火车站] -> [历史感]
[老建筑] -> [有回忆感]; [大马路] -> [类似老门东]
[夕阳] -> [玫瑰色长河]; [中山码头] -> [有依托感]
[浦口火车站] -> [有文化底蕴]
[南京长江大桥] -> [地标性]; [铁路轮渡栈桥旧址] -> [历史感]
[南京浦口火车站近代建筑风貌区] -> [近代建筑风貌]
[浦口火车站] -> [怀旧; 有历史美感]
[废弃绿皮火车] -> [很好出片]; [下关火车主题公园] -> [小众]
[下关火车主题公园] -> [好小]; [下关火车主题公园] -> [人很少]
[民国首都电厂] -> [有历史感]; [民国海军医院] -> [有文化底蕴]; [铁路轮渡栈桥] -> [有故事]
[浦口火车站] -> [有复古韵味]; [民国首都电厂旧址公园] -> [工业感十足]; [铁路轮渡栈桥旧址] -> [颓废感]
[长江大桥] -> [方便; 行人可通行]; [路线指引] -> [有点绕]
[下关火车主题公园] -> [古今交汇]; [浦口火车站] -> [怀旧味道]
[绿皮火车] -> [出片]; [长江夕阳] -> [浪漫氛围]
[浦口火车站] -> [有历史感]; [全景视野] -> [方向感强/无遮挡]
[下关火车主题公园] -> [历史感]
[透明圆环] -> [美丽]; [彩色飘带桥面] -> [视觉美感]; [灯光系统] -> [美轮美奂]
[铁路轮渡栈桥旧址] -> [有历史文化底蕴]
[铁路轮渡栈桥旧址] -> [有历史感]
[民国建筑] -> [有历史感]; [蒸汽火车] -> [有设计感]
[浦口火车站] -> [保存完好的清末民初风貌]; [浦口火车站] -> [影视取景地]
[浦口老火车站] -> [民国风格但店铺关闭]; [轮渡] -> [人多]
[中山码头] -> [常规轮渡路线清晰]
[老建筑] -> [时光仿佛凝固]; [中山码头、大马路、滨江风光带] -> [宁静/沉静]
[南京涵碧楼] -> [都市桃源]; [江景客房] -> [视野开阔]; [中庭竹林] -> [禅意]
[中山码头] -> [失望/压抑氛围]
[渡江胜利纪念馆红色雕塑] -> [壮丽]; [长江大桥观景点] -> [绝佳位置]
[下关火车主题公园] -> [适合摄影]
[长江水位高涨] -> [超过警戒线]; [汛情严重] -> [启动II级应急响应]
[长江大桥] -> [有氛围感]; [江豚观测点] -> [生态友好]
[铁路轮渡栈桥旧址] -> [有历史感]
[轮渡] -> [需精确时间规划]
[下关火车主题公园] -> [有故事]
[下关火车主题公园] -> [有历史感]
[浦口火车站] -> [别有一番韵味]; [民国首都电厂旧址公园] -> [工业感十足]; [铁路轮渡栈桥旧址] -> [颓废感]
[下关火车主题公园] -> [凑合]
[下关火车主题公园] -> [有氛围感]; [火车场景] -> [文艺]
[下关火车主题公园] -> [有历史感]
[玻璃栈道] -> [夜景美丽]; [民国建筑] -> [有历史感]
[火车站] -> [充满回忆感]
[渡江胜利纪念馆] -> [对历史的了解]; [红色雕塑群] -> [壮丽]; [望江亭] -> [绝佳位置]
[铁路轮渡栈桥旧址] -> [有历史感]
[小红楼顶楼露台] -> [完整眺望中山码头和长江]; [日落] -> [太浪漫了]
[浦口老火车站] -> [沉闷/无聊]; [民国风街区] -> [有设计感但破败]
[下关火车主题公园] -> [变得更复杂和装饰化]; [夜晚氛围] -> [好温柔的夜]
[铁路轮渡栈桥旧址] -> [有历史感]; [铁路轮渡] -> [有文化底蕴]
[滨江Walk] -> [描绘滨江岸线的时光诗篇]; [江风] -> [温柔的春日絮语]
[浦口火车站] -> [别有一番韵味]; [民国首都电厂] -> [工业感十足]; [铁路轮渡栈桥旧址] -> [颓废感十足]
[橘子海落日] -> [出片率高]; [中山码头] -> [视觉冲击力强]
[中山码头到浦口码头轮渡] -> [视野很好]; [图一] -> [近期最有生命力的照片]
[浦口火车站] -> [有历史感]; [浦口火车站] -> [有文化底蕴]
[南京长江大桥] -> [真好看]; [玻璃栈道] -> [路线清晰但距离判断失误]
[秋日夕阳] -> [迷人]
[铁路轮渡] -> [中国最早、亚洲第一条]; [南京西站] -> [仍有列车经过]
[民国海军医院旧址] -> [有历史感]
[青奥双子塔] -> [非常容易出片]; [蔷薇花墙] -> [视频拍摄合适]; [南京眼步行桥] -> [开阔]
[绿皮火车+夕阳] -> [出片效果好]; [施工路段] -> [路线不清晰]
[文化展示风雨廊] -> [文化氛围浓厚]; [台地围合开敞空间] -> [平面布局清晰]
[下关滨江] -> [满满的历史气息]; [滨江风光带] -> [怀旧系街拍圣地]
[梧桐大道] -> [漂亮饭]; [颐和路] -> [有历史氛围]
[日落] -> [浪漫/有氛围感]
[浦口老火车站] -> [有历史感]
[民国海军医院旧址] -> [幸存的历史建筑]
[下关火车主题公园] -> [怎么会有这么美好的地方]
[翻新的破房子] -> [失去原有风貌]; [天桥] -> [怀旧回忆]
[浦口火车站] -> [上世纪八九十年代县城的感觉]
[轮渡] -> [价格低廉]; [日出] -> [绝美]
[锈迹斑斑的钢轨] -> [独具风韵]; [沧桑的站房] -> [有历史感]
[南京长江大桥] -> [有历史感]; [大桥公园收费] -> [失望]
[火车主题公园] -> [人性化设计]; [铁路文化展示] -> [教育性强]
[铁路轮渡栈桥遗址] -> [有历史感]; [长江大桥] -> [地标性]
[下关火车主题公园] -> [货列拍摄地点]; [小孩太多] -> [不实用]
[蒸汽火车头; 绿皮火车车厢; 民国特色老式火车站] -> [具有民国特色]; [展板和雕像] -> [教育功能突出]
[背影咖啡] -> [少有的老人家更多的咖啡馆]
[浦口火车站] -> [有历史感]; [红砖墙] -> [协调/突兀]
[浦口火车站] -> [怀旧]
[修缮后的火车站] -> [失去原有韵味]; [天桥] -> [回忆社交经历]
[蒸汽火车头] -> [非常出片]; [民国服装] -> [有氛围感]
[铁路引桥] -> [有历史感]; [火车渡轮] -> [有文化价值]
[浦口码头] -> [离家更近]
[公交线路] -> [路线清晰]
[下关火车主题公园] -> [可进行摄影拍摄]; [火车元素] -> [怀旧感]
[民国风站台] -> [文艺]; [绿皮火车] -> [满满的怀旧风]
[樱花] -> [好看]; [绿皮火车] -> [出片]
[落日熔金霞万缕] -> [精致/协调]; [中山码头] -> [有历史感]
[3公里长的下关外滩] -> [足够你玩上一天]; [中山码头、首都电厂旧址公园、下关大马路、滨江风光带、小桃园] -> [一路风光无限]
[明城墙] -> [有历史感]; [玄武湖] -> [美丽风景]
[蔷薇花] -> [小清新风格]; [历史建筑] -> [文化氛围]
[浦口火车站旧址] -> [有历史感]; [南京城市漫步] -> [美丽]
[总统府; 凤凰阁; 挹江门城门; 下关历史陈列馆; 民国电厂旧址] -> [有历史感; 有文化底蕴]
[绿皮火车] -> [复古风/出片]; [铁路轮渡栈桥旧址] -> [夕阳拍摄地]
[老式火车与站台] -> [有历史感]; [公园整体氛围] -> [像穿越到另一个时代]
[中山码头] -> [需排队]; [浦口火车站] -> [有历史感]
[元宇宙主题街区] -> [现代; 有设计感]; [多个打卡点] -> [路线清晰]
[鹭鸟飞翔] -> [婀娜; 有美感]; [电厂旧址公园] -> [有历史感]
[落日] -> [非常好]; [玻璃栈道] -> [适合观景]
[江豚观测点] -> [新增亲水临江观赏点]; [江豚跳跃] -> [景色优美]
[火车头] -> [很出片]; [火车主题公园] -> [好看]
[江水涛涛] -> [壮观但危险]
[民国首都电厂] -> [有历史感]; [民国海军医院] -> [有历史感]; [铁路轮渡栈桥] -> [有历史感]
[下关滨江] -> [极具历史人文底蕴]
[下关火车主题公园] -> [有历史感]; [绿皮火车] -> [有设计感]
[紫金山] -> [自然景观价值]; [老浦口火车站] -> [有历史感]
[长江大桥] -> [宏伟]; [长江大桥] -> [地标性强]
[玻璃桥] -> [可观长江大桥]; [绿皮火车] -> [承载美好回忆]
[浦口火车站] -> [有历史感]; [扬子江生态公园] -> [视野开阔]
[长江大桥] -> [历史意义]; [自行车道] -> [路线清晰]
[下关火车主题公园] -> [有设计感]
[展览馆] -> [功能齐全]; [原机器设备] -> [有历史感]
[滨江步道] -> [路径连续但缺乏休息设施]
[蒸汽火车] -> [有历史感]
[南京长江大桥] -> [保持上世纪60年代风貌]; [大桥修缮] -> [出色的历史保护]
[南京下关火车主题园] -> [将区域内所有铁路元素有机融合]
[浦口火车站] -> [有历史感]
[下关火车主题公园] -> [有故事]; [铁路轮渡旧址] -> [有历史感]
[浦口火车站] -> [有历史感]; [近代建筑风貌区] -> [有设计感]
[南京长江大桥] -> [有历史感]
[滨江风光带] -> [城市感]; [开阔江景] -> [壮观]
[轮渡] -> [真有意思]; [江边落日] -> [很美]
[绿皮火车] -> [漂亮]; [下关火车主题公园] -> [有拍摄价值]
[红云桥] -> [最佳夕阳观赏地]; [铁路轮渡栈桥] -> [中国十大工程之一]
[首都电厂下关发电所旧址] -> [承载革命记忆]
[弧形建筑] -> [现代感设计]; [独立阳台] -> [巨喜欢]; [格子桌布+绿植环绕] -> [森林氧吧]
[轮渡落日] -> [美]; [余晖] -> [诗意]
[鼓楼滨江风光带] -> [生态环境向好标志]; [南京长江大桥水域] -> [江豚栖息地]
[中山码头] -> [避开人流]; [长江大桥玻璃栈道] -> [视野好]
[下关火车主题园] -> [有设计感; 协调]; [铁路元素] -> [有文化氛围]
[中山陵] -> [壮观]; [梧桐叶] -> [跳舞般的视觉美感]
[下关火车主题公园] -> [周边环境脏乱]; [疫情原因不开放] -> [设施不完善]
[浦口火车站历史风貌区] -> [历史风貌保存]; [D9街区] -> [时尚新潮]
[长江滨江风光带] -> [风景超级好]; [串联多个历史文化景点] -> [有文化底蕴]
[下关火车主题公园] -> [年代感满满]; [圆明园兽首] -> [珍贵]
[南京长江大桥] -> [有历史感]; [玻璃栈道] -> [无法上桥]
[民国海军医院旧址] -> [有历史感]
[梧桐和银杏] -> [金黄]; [枫叶和落羽杉] -> [层林尽染]
[下关火车主题公园] -> [有回忆]
[中山码头到浦口码头轮渡] -> [路线清晰]
[长江渡轮] -> [便宜且实用]; [浦口区] -> [怀旧氛围]
[轮渡] -> [方便; 安全]; [长江大桥] -> [视野开阔]; [民国首都电厂旧址公园] -> [有历史感]
[电厂旧址公园] -> [滨江美景]; [红色遗迹] -> [有教育意义]
[浦口火车站] -> [别有一番韵味]; [民国首都电厂旧址公园] -> [工业感十足]; [铁路轮渡栈桥旧址] -> [颓废感]
[浦口老火车站] -> [具有民国历史感]; [大喜馄饨] -> [柴火香味]
[民国首都电厂] -> [有历史感]; [民国海军医院] -> [有文化底蕴]; [铁路轮渡栈桥] -> [有象征意义]
[轮渡] -> [方便乘坐]; [江边落日] -> [很美]
[轮渡栈桥旧址] -> [最喜欢]; [老建筑群] -> [原貌保留]
[铁路轮渡栈桥旧址] -> [历史感]; [民国首都电厂旧址公园] -> [文化感]
[南京长江大桥] -> [永恒的经典]; [白玉兰灯] -> [经典设计]
[夕阳] -> [温馨氛围]
[下关火车主题公园] -> [怀旧]
[滨江自行车道] -> [骑行顺畅]; [广播电视塔倒影] -> [雄伟中带灵动]
[下关火车主题公园] -> [有设计感]; [茶颜悦色] -> [有童年的味道]
[民国首都电厂旧址公园] -> [有历史感]; [电厂遗址] -> [有文化底蕴]
[下关火车主题公园] -> [童话氛围]; [绿皮火车] -> [有设计感]
[霞光] -> [绚丽]; [下关火车主题公园] -> [有历史感]
[铁路轮渡栈桥旧址] -> [最工业最朋克]; [大马路] -> [时代见证者]
[南京长江大桥] -> [第一次和老公徒步的记忆联想]
[晚霞] -> [好看/出片]
[大桥公园] -> [收费问题]
[大雪] -> [封山路]; [寒风] -> [刺骨]
[浦口火车站] -> [有历史感]; [世界精酿啤酒博物馆] -> [文化体验]
[南京长江大桥] -> [有历史感]; [中山码头] -> [宁静且文化氛围浓厚]
[下关火车主题公园] -> [有历史感]
[浦口火车站夜景] -> [挺内的]
[下关火车主题园] -> [美极了]; [落日] -> [美极了]
[老式钟楼] -> [精致/有设计感]; [候车厅] -> [视野开阔]
[热河路到下关路段] -> [上世纪的感觉]; [狮子桥] -> [稀稀拉拉几个人]
[浦口火车站] -> [别有一番韵味]; [民国首都电厂旧址公园] -> [工业感十足]; [铁路轮渡栈桥旧址] -> [颓废感十足]
[长江] -> [南京是个临江城市]; [水杉林] -> [还是永远的爱]
[浦口老火车站] -> [文学联想]
[栖霞山枫叶] -> [美丽/值得一看]; [鱼嘴落日] -> [美丽/值得一看]
[苏奕铭蟹黄灌汤包] -> [满足多年期待]
[下关火车主题公园] -> [历史感]
[江豚雕塑群] -> [活泼可爱]; [滨江客厅] -> [亲民]
[铁路轮渡栈桥旧址] -> [可回忆历史]; [江风] -> [可吹江风]
[南京火车主题公园] -> [怀旧氛围]
[南京铁路轮渡栈桥旧址] -> [有历史感]; [夜景] -> [超美]
[民国首都电厂旧址公园] -> [有历史感]; [运煤码头、塔吊悉数保留] -> [保留历史元素]
